Airline Name,Review Date,Type Of Traveller,Seat Type,Date Flown,Recommended,Verified,Overall_Rating,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money
Cathay Dragon,24th October 2017,Couple Leisure,Economy Class,October 2017,yes,FALSE,1,5,5,5,5,5,,5
Cathay Dragon,23rd October 2017,Couple Leisure,Economy Class,October 2017,yes,FALSE,1,5,5,5,5,5,,5
Cathay Dragon,5th October 2017,Solo Leisure,Economy Class,December 2016,yes,FALSE,8,5,4,3,4,4,,4
Cathay Dragon,27th September 2017,Solo Leisure,Economy Class,September 2017,yes,FALSE,9,4,5,4,4,4,4,4
Cathay Dragon,25th September 2017,Family Leisure,Economy Class,August 2017,no,FALSE,1,,,,1,,,1
Cathay Dragon,24th September 2017,Solo Leisure,Business Class,September 2017,yes,FALSE,9,4,4,3,4,4,,4
Cathay Dragon,16th September 2017,Couple Leisure,Economy Class,September 2017,yes,FALSE,7,4,4,4,3,5,,4
Cathay Dragon,12th September 2017,Family Leisure,Economy Class,September 2017,yes,FALSE,7,3,5,4,5,4,,5
Cathay Dragon,7th September 2017,Couple Leisure,Economy Class,August 2017,yes,FALSE,9,4,5,5,5,5,,5
Cathay Dragon,10th July 2017,Business,Business Class,July 2017,yes,FALSE,8,4,5,5,3,4,,4
Cathay Dragon,18th May 2017,Solo Leisure,Economy Class,April 2017,yes,FALSE,8,4,5,4,3,4,,4
Cathay Dragon,11th May 2017,Business,Economy Class,May 2017,no,FALSE,5,3,3,1,3,3,,2
Cathay Dragon,15th April 2017,Business,Economy Class,March 2017,no,FALSE,2,4,4,4,1,4,1,1
Cathay Dragon,11th April 2017,Business,Economy Class,April 2017,no,FALSE,4,4,3,1,3,1,,2
Cathay Dragon,25th March 2017,Solo Leisure,Economy Class,February 2017,yes,FALSE,9,5,5,4,4,5,,5
Cathay Pacific Airways,24th July 2023,Solo Leisure,Economy Class,July 2023,no,TRUE,3,1,1,1,2,3,3,2
Cathay Pacific Airways,3rd July 2023,Solo Leisure,Economy Class,July 2023,yes,TRUE,8,5,4,4,4,5,3,4
Cathay Pacific Airways,17th June 2023,Business,Business Class,June 2023,no,FALSE,4,4,5,1,5,4,1,3
Cathay Pacific Airways,1st June 2023,Solo Leisure,Business Class,May 2023,yes,TRUE,7,4,4,3,4,4,,4
Cathay Pacific Airways,28th May 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,3,3,1,1,4,3,,1
Cathay Pacific Airways,16th May 2023,Solo Leisure,Business Class,May 2023,yes,TRUE,8,5,5,3,5,5,,5
Cathay Pacific Airways,13th May 2023,Solo Leisure,Business Class,May 2023,no,TRUE,5,5,5,1,5,5,,2
Cathay Pacific Airways,27th April 2023,Business,Economy Class,April 2023,yes,TRUE,8,4,4,4,5,5,,4
Cathay Pacific Airways,20th April 2023,Couple Leisure,Economy Class,April 2023,no,TRUE,4,2,2,1,3,4,1,4
Cathay Pacific Airways,19th April 2023,Couple Leisure,Economy Class,April 2023,no,TRUE,1,1,1,1,1,3,1,1
Cathay Pacific Airways,19th April 2023,Family Leisure,Economy Class,April 2023,no,FALSE,1,2,1,2,1,,,1
Cathay Pacific Airways,19th April 2023,Couple Leisure,Economy Class,April 2023,yes,TRUE,8,4,4,4,4,5,,5
Cathay Pacific Airways,19th April 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,1,3,1,3,4,5,2,2
Cathay Pacific Airways,6th April 2023,Business,First Class,February 2023,yes,TRUE,9,5,5,5,5,4,5,4
Cathay Pacific Airways,5th April 2023,Couple Leisure,Business Class,April 2023,no,TRUE,1,4,4,,1,,,1
Cathay Pacific Airways,2nd April 2023,Solo Leisure,Economy Class,February 2023,yes,FALSE,6,1,2,5,3,4,3,5
Cathay Pacific Airways,1st April 2023,Couple Leisure,Economy Class,April 2023,no,TRUE,3,2,2,3,1,3,2,3
Cathay Pacific Airways,30th March 2023,Solo Leisure,Business Class,March 2023,yes,TRUE,8,4,5,4,4,4,,4
Cathay Pacific Airways,23rd March 2023,Solo Leisure,Business Class,March 2023,yes,TRUE,9,4,5,5,4,5,4,4
Cathay Pacific Airways,22nd March 2023,Solo Leisure,Economy Class,March 2023,yes,TRUE,9,4,5,5,4,5,4,4
Cathay Pacific Airways,16th March 2023,Solo Leisure,Economy Class,February 2023,yes,TRUE,9,5,5,5,5,5,4,4
Cathay Pacific Airways,16th March 2023,Solo Leisure,Premium Economy,February 2023,yes,TRUE,8,5,5,4,5,5,4,4
Cathay Pacific Airways,15th March 2023,Solo Leisure,Business Class,February 2023,yes,TRUE,9,4,5,5,5,5,5,4
Cathay Pacific Airways,15th March 2023,Family Leisure,Economy Class,February 2023,yes,TRUE,8,4,3,5,5,5,4,4
Cathay Pacific Airways,9th March 2023,Business,Economy Class,October 2022,yes,TRUE,7,3,4,4,4,5,,4
Cathay Pacific Airways,28th February 2023,Couple Leisure,Premium Economy,February 2023,yes,TRUE,1,5,5,5,5,5,5,5
Cathay Pacific Airways,27th February 2023,Solo Leisure,Business Class,January 2023,no,FALSE,8,4,4,4,5,4,,4
Cathay Pacific Airways,23rd February 2023,Family Leisure,Economy Class,December 2022,no,TRUE,2,2,2,,1,,,2
Cathay Pacific Airways,23rd February 2023,Solo Leisure,Economy Class,February 2023,yes,TRUE,8,4,4,5,5,5,4,4
Cathay Pacific Airways,22nd February 2023,Couple Leisure,Economy Class,February 2023,no,FALSE,5,3,1,3,5,5,,3
Cathay Pacific Airways,22nd February 2023,Couple Leisure,Business Class,December 2022,yes,TRUE,8,4,5,5,4,4,5,4
Cathay Pacific Airways,22nd February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,2,3,1,3,4,3,,1
Cathay Pacific Airways,20th February 2023,Couple Leisure,Economy Class,February 2023,yes,TRUE,8,4,4,4,5,5,4,4
Cathay Pacific Airways,20th February 2023,Business,Business Class,February 2023,no,TRUE,3,4,1,1,1,3,4,2
Cathay Pacific Airways,19th February 2023,Business,Economy Class,February 2023,yes,TRUE,8,3,4,5,4,5,4,4
Cathay Pacific Airways,13th February 2023,Solo Leisure,Premium Economy,February 2023,no,TRUE,5,3,2,2,2,3,,1
Cathay Pacific Airways,7th February 2023,Couple Leisure,Economy Class,December 2022,no,TRUE,3,1,1,1,1,1,1,1
Cathay Pacific Airways,6th February 2023,Solo Leisure,Economy Class,January 2023,no,TRUE,2,3,1,1,1,,,2
Cathay Pacific Airways,4th February 2023,Family Leisure,Economy Class,February 2023,yes,TRUE,5,1,5,3,5,4,,3
Cathay Pacific Airways,4th February 2023,Family Leisure,Economy Class,January 2023,yes,TRUE,8,5,5,3,3,4,,4
Cathay Pacific Airways,3rd February 2023,Family Leisure,Premium Economy,February 2023,yes,FALSE,1,5,5,5,5,4,5,5
Cathay Pacific Airways,20th January 2023,Couple Leisure,Business Class,January 2023,no,TRUE,1,4,1,1,1,,,1
Cathay Pacific Airways,10th January 2023,Couple Leisure,Business Class,January 2023,yes,FALSE,9,5,5,4,5,5,,4
Cathay Pacific Airways,29th December 2022,Couple Leisure,Economy Class,December 2022,no,FALSE,1,3,3,3,1,3,3,1
Cathay Pacific Airways,28th December 2022,Couple Leisure,Economy Class,December 2022,no,FALSE,5,1,5,2,4,3,,3
Cathay Pacific Airways,27th December 2022,Business,Economy Class,December 2022,no,FALSE,1,1,3,2,1,2,,2
Cathay Pacific Airways,18th December 2022,Business,Business Class,December 2022,no,TRUE,1,3,3,4,1,3,2,2
Cathay Pacific Airways,28th November 2022,Solo Leisure,Economy Class,November 2022,no,TRUE,1,1,2,1,1,1,,1
Cathay Pacific Airways,26th November 2022,Solo Leisure,Premium Economy,November 2022,no,TRUE,1,2,1,1,1,2,,1
Cathay Pacific Airways,22nd November 2022,Couple Leisure,Economy Class,November 2022,no,TRUE,1,1,1,1,1,1,,1
Cathay Pacific Airways,10th October 2022,Solo Leisure,Economy Class,October 2022,no,FALSE,1,,,,,,,1
Cathay Pacific Airways,1st October 2022,Solo Leisure,Economy Class,September 2022,yes,FALSE,9,5,5,5,5,4,1,5
Cathay Pacific Airways,5th September 2022,Solo Leisure,Premium Economy,August 2022,no,TRUE,1,2,2,3,3,1,3,1
Cathay Pacific Airways,29th August 2022,Solo Leisure,Economy Class,November 2022,no,TRUE,1,,,,,,,5
Cathay Pacific Airways,1st August 2022,Couple Leisure,Business Class,August 2022,no,FALSE,2,3,3,,1,,,3
Cathay Pacific Airways,24th July 2022,Solo Leisure,Economy Class,May 2022,yes,TRUE,9,5,5,1,5,5,,5
Cathay Pacific Airways,11th July 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,3,4,,1,,,1
Cathay Pacific Airways,2nd January 2022,Couple Leisure,Economy Class,January 2022,no,TRUE,1,1,1,,1,,,1
Cathay Pacific Airways,24th December 2021,Business,Economy Class,December 2021,no,FALSE,1,,,,1,,,1
Cathay Pacific Airways,4th October 2021,Family Leisure,Economy Class,August 2021,no,TRUE,1,,,,1,,,1
Cathay Pacific Airways,1st December 2020,Solo Leisure,Business Class,November 2020,yes,TRUE,9,,,,,,,3
Cathay Pacific Airways,30th November 2020,Solo Leisure,Economy Class,November 2020,no,TRUE,1,1,1,,1,,,1
Cathay Pacific Airways,25th September 2020,Solo Leisure,Business Class,September 2020,yes,TRUE,7,5,5,1,5,4,4,5
Cathay Pacific Airways,19th September 2020,Couple Leisure,Economy Class,September 2020,yes,TRUE,1,,,,1,,,5
Cathay Pacific Airways,16th September 2020,Couple Leisure,Economy Class,June 2020,no,TRUE,1,3,2,1,1,3,,3
Cathay Pacific Airways,27th August 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,,,,,,,1
Cathay Pacific Airways,15th August 2020,Family Leisure,Premium Economy,August 2020,no,TRUE,2,3,4,4,5,4,,3
Cathay Pacific Airways,22nd April 2020,Business,Business Class,January 2020,no,FALSE,1,1,1,2,1,1,1,1
Cathay Pacific Airways,26th March 2020,Family Leisure,Economy Class,March 2020,no,FALSE,1,1,1,1,1,1,1,1
Cathay Pacific Airways,19th March 2020,Solo Leisure,First Class,November 2019,yes,TRUE,7,4,5,4,4,3,1,3
Cathay Pacific Airways,19th March 2020,Solo Leisure,First Class,November 2019,yes,TRUE,7,4,5,3,4,3,1,3
Cathay Pacific Airways,29th February 2020,Solo Leisure,Economy Class,March 2019,yes,TRUE,8,5,5,5,5,5,,3
Cathay Pacific Airways,29th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,1,2,1,2,2,,1
Cathay Pacific Airways,29th February 2020,Family Leisure,Economy Class,February 2020,no,FALSE,2,2,5,3,1,3,,2
Cathay Pacific Airways,28th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,1,1,1,1,,,1
Cathay Pacific Airways,28th February 2020,Couple Leisure,Business Class,February 2020,no,FALSE,2,4,1,1,1,,,1
Cathay Pacific Airways,22nd February 2020,Solo Leisure,Economy Class,February 2020,no,FALSE,4,2,2,1,3,4,1,2
Cathay Pacific Airways,21st February 2020,Solo Leisure,Premium Economy,January 2020,no,TRUE,1,5,2,1,1,5,5,1
Cathay Pacific Airways,19th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,1,1,1,1,1,1,1
Cathay Pacific Airways,18th February 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,2,2,2,2,1,1,2
Cathay Pacific Airways,16th February 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,,,,,,,1
Cathay Pacific Airways,15th February 2020,Family Leisure,Economy Class,February 2020,no,TRUE,6,3,2,3,4,4,3,2
Cathay Pacific Airways,13th February 2020,Couple Leisure,Economy Class,January 2020,no,TRUE,1,,,,,,,1
Cathay Pacific Airways,13th February 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,3,3,4,3,3,1,1
Cathay Pacific Airways,9th February 2020,Couple Leisure,Business Class,January 2020,no,TRUE,1,1,1,1,1,1,,1
Cathay Pacific Airways,7th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,,,,,,,1
Cathay Pacific Airways,6th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,1,1,,1,,,1
Cathay Pacific Airways,4th February 2020,Solo Leisure,Economy Class,October 2019,yes,TRUE,8,4,5,5,4,5,,3
Cathay Pacific Airways,4th February 2020,Solo Leisure,Economy Class,October 2019,yes,TRUE,8,5,5,4,2,5,,4
Cathay Pacific Airways,30th January 2020,Solo Leisure,Business Class,January 2020,yes,TRUE,7,3,5,4,5,5,3,4
Cathay Pacific Airways,30th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,4,2,4,3,2,3,2,2
Cathay Pacific Airways,29th January 2020,Solo Leisure,Economy Class,January 2020,yes,TRUE,1,4,5,5,5,5,,5
Cathay Pacific Airways,28th January 2020,Couple Leisure,Business Class,January 2020,yes,FALSE,6,5,5,3,3,3,,3
Cathay Pacific Airways,23rd January 2020,Couple Leisure,Business Class,January 2020,no,TRUE,5,5,2,1,2,5,,3
Cathay Pacific Airways,23rd January 2020,Couple Leisure,Economy Class,January 2020,no,FALSE,2,1,1,1,2,2,,1
Cathay Pacific Airways,21st January 2020,Couple Leisure,Economy Class,January 2020,no,TRUE,4,3,1,2,3,2,,2
Cathay Pacific Airways,21st January 2020,Business,Premium Economy,January 2020,no,TRUE,6,3,4,2,4,3,1,2
Cathay Pacific Airways,19th January 2020,Family Leisure,Economy Class,January 2020,no,TRUE,1,2,2,2,1,3,,1
Cathay Pacific Airways,17th January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,1,1,1,1,1,1,,1
Cathay Pacific Airways,16th January 2020,Family Leisure,Economy Class,January 2020,no,FALSE,5,4,3,2,3,,,3
Cayman Airways,23rd April 2023,Couple Leisure,Economy Class,April 2023,no,FALSE,2,1,4,,1,,,2
Cayman Airways,3rd January 2023,Couple Leisure,Economy Class,January 2023,no,TRUE,1,3,3,2,1,,,2
Cayman Airways,21st April 2022,Solo Leisure,Economy Class,March 2022,no,TRUE,3,3,4,2,2,,,2
Cayman Airways,17th August 2019,Solo Leisure,Economy Class,August 2019,no,TRUE,2,2,3,2,2,,,2
Cayman Airways,11th August 2019,Family Leisure,Economy Class,August 2019,no,TRUE,1,2,2,1,1,1,1,1
Cayman Airways,5th August 2019,Couple Leisure,Economy Class,August 2019,no,TRUE,1,1,2,1,1,1,,1
Cayman Airways,2nd August 2019,Family Leisure,Economy Class,August 2019,no,FALSE,1,1,1,1,1,1,,1
Cayman Airways,10th June 2019,Solo Leisure,Economy Class,June 2019,no,TRUE,1,1,1,1,1,1,1,1
Cayman Airways,18th August 2018,Solo Leisure,Economy Class,August 2018,no,TRUE,1,1,1,1,1,,,1
Cayman Airways,28th December 2017,Couple Leisure,Business Class,December 2017,no,TRUE,2,,,,1,,,1
Cayman Airways,2nd January 2017,Family Leisure,Economy Class,December 2016,yes,FALSE,1,4,5,,5,,,4
Cayman Airways,28th July 2016,Family Leisure,Economy Class,July 2016,no,FALSE,1,2,2,2,1,,,1
Cayman Airways,24th February 2016,Couple Leisure,Economy Class,February 2016,no,FALSE,2,2,2,2,3,,,2
Cayman Airways,17th January 2016,Solo Leisure,Economy Class,January 2016,no,FALSE,1,3,2,3,3,,,1
Cayman Airways,13th August 2014,,Economy Class,,yes,FALSE,8,4,5,4,,0,,4
Cayman Airways,23rd July 2013,,Business Class,,no,FALSE,n,2,4,2,,1,,2
Cayman Airways,19th February 2013,,Economy Class,,yes,FALSE,5,3,2,2,,0,,3
Cayman Airways,16th June 2008,,,,no,FALSE,4,,,,,,,
Cayman Airways,31st March 2008,,,,no,FALSE,4,,,,,,,
Cayman Airways,28th March 2008,,,,no,FALSE,4,,,,,,,
Cayman Airways,9th March 2008,,,,no,FALSE,n,,,,,,,
Cayman Airways,27th February 2007,,,,no,FALSE,n,,,,,,,
Cayman Airways,20th June 2006,,,,no,FALSE,n,,,,,,,
Cayman Airways,14th July 2003,,,,no,FALSE,n,,,,,,,
Cebu Pacific,26th July 2023,Family Leisure,Economy Class,July 2023,no,TRUE,1,1,1,1,1,1,1,1
Cebu Pacific,24th July 2023,Family Leisure,Economy Class,July 2023,no,FALSE,1,1,2,1,1,1,1,1
Cebu Pacific,17th July 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,3,3,5,3,4,1,1,3
Cebu Pacific,17th July 2023,Solo Leisure,Economy Class,June 2023,yes,TRUE,8,3,4,4,5,,,5
Cebu Pacific,14th July 2023,Solo Leisure,Economy Class,July 2023,no,TRUE,4,5,4,,5,5,,5
Cebu Pacific,13th July 2023,Family Leisure,Economy Class,July 2023,no,FALSE,1,4,4,,1,,,1
Cebu Pacific,11th July 2023,Couple Leisure,Economy Class,July 2023,no,FALSE,1,1,1,1,1,1,1,1
Cebu Pacific,9th July 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,,,,,,,1
Cebu Pacific,6th July 2023,Solo Leisure,Economy Class,July 2023,no,TRUE,1,2,1,1,1,1,1,1
Cebu Pacific,25th June 2023,Solo Leisure,Economy Class,December 2022,no,TRUE,1,,,,,,,1
Cebu Pacific,18th June 2023,Couple Leisure,Economy Class,June 2023,yes,FALSE,9,4,4,,4,,,5
Cebu Pacific,13th June 2023,Family Leisure,Economy Class,June 2023,no,FALSE,1,1,4,1,1,,,1
Cebu Pacific,10th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,1,4,1,1,1,1,1
Cebu Pacific,9th June 2023,Couple Leisure,Economy Class,June 2023,no,TRUE,3,2,2,,2,,,1
Cebu Pacific,8th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,1,1,,1,,,2
Cebu Pacific,6th June 2023,Couple Leisure,Economy Class,June 2023,no,TRUE,1,1,1,1,1,1,1,1
Cebu Pacific,1st June 2023,Solo Leisure,Economy Class,June 2023,no,FALSE,1,4,3,,1,,,1
Cebu Pacific,25th May 2023,Solo Leisure,Economy Class,May 2023,no,TRUE,2,3,3,2,1,2,2,1
Cebu Pacific,29th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,26th April 2023,Couple Leisure,Economy Class,April 2023,no,TRUE,1,1,1,1,1,1,1,1
Cebu Pacific,22nd April 2023,Family Leisure,Economy Class,April 2023,no,TRUE,1,1,3,2,2,1,1,3
Cebu Pacific,22nd April 2023,Couple Leisure,Economy Class,April 2023,no,TRUE,1,1,1,1,1,1,1,1
Cebu Pacific,18th April 2023,Solo Leisure,Economy Class,April 2023,no,FALSE,1,,,,1,,,1
Cebu Pacific,17th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,1,3,,1,,,1
Cebu Pacific,15th April 2023,Family Leisure,Economy Class,April 2023,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,13th April 2023,Solo Leisure,Economy Class,April 2023,no,TRUE,1,1,1,1,1,1,1,2
Cebu Pacific,30th March 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,1,1,1,,1,1,1,3
Cebu Pacific,21st March 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,1,1,1,,1,,1,1
Cebu Pacific,14th March 2023,Couple Leisure,Economy Class,March 2023,no,FALSE,1,1,2,,2,,,1
Cebu Pacific,12th March 2023,Business,Economy Class,March 2023,no,FALSE,1,1,1,1,1,1,1,1
Cebu Pacific,12th March 2023,Couple Leisure,Economy Class,March 2023,no,TRUE,1,,,,,,,1
Cebu Pacific,11th March 2023,Solo Leisure,Economy Class,March 2023,no,TRUE,1,1,1,,1,1,1,1
Cebu Pacific,10th March 2023,Family Leisure,Economy Class,March 2023,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,26th February 2023,Family Leisure,Economy Class,January 2023,no,TRUE,1,3,2,1,1,,,1
Cebu Pacific,26th February 2023,Solo Leisure,Economy Class,February 2023,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,20th February 2023,Solo Leisure,Economy Class,January 2023,no,TRUE,1,1,3,,1,,,1
Cebu Pacific,7th February 2023,Couple Leisure,Economy Class,January 2023,yes,TRUE,8,4,4,,4,,,4
Cebu Pacific,3rd February 2023,Couple Leisure,Economy Class,February 2023,no,TRUE,1,1,3,1,1,1,1,1
Cebu Pacific,31st January 2023,Family Leisure,Economy Class,January 2023,no,TRUE,1,,,,1,,,1
Cebu Pacific,27th January 2023,Couple Leisure,Economy Class,January 2023,no,TRUE,2,2,2,1,1,,,3
Cebu Pacific,9th January 2023,Family Leisure,Economy Class,January 2023,no,TRUE,1,2,1,1,1,,,1
Cebu Pacific,31st December 2022,Family Leisure,Economy Class,December 2022,no,FALSE,1,1,1,1,1,,,1
Cebu Pacific,15th December 2022,Couple Leisure,Economy Class,November 2022,no,TRUE,2,1,3,1,3,1,1,2
Cebu Pacific,10th December 2022,Couple Leisure,Economy Class,December 2022,no,TRUE,1,1,1,1,4,,,3
Cebu Pacific,5th December 2022,Family Leisure,Economy Class,December 2022,yes,TRUE,9,4,5,,5,,,5
Cebu Pacific,5th December 2022,Family Leisure,Economy Class,December 2022,yes,TRUE,6,5,5,,2,,,5
Cebu Pacific,19th November 2022,Solo Leisure,Economy Class,November 2022,no,TRUE,1,,,,,,,1
Cebu Pacific,12th November 2022,Couple Leisure,Economy Class,November 2022,no,TRUE,1,3,4,2,1,1,1,1
Cebu Pacific,29th October 2022,Solo Leisure,Economy Class,October 2022,no,TRUE,1,1,,,1,,,1
Cebu Pacific,24th October 2022,Solo Leisure,Economy Class,October 2022,no,TRUE,2,3,3,,1,,,3
Cebu Pacific,16th October 2022,Couple Leisure,Economy Class,October 2022,no,FALSE,1,3,1,2,1,3,2,1
Cebu Pacific,14th October 2022,Couple Leisure,Economy Class,October 2022,no,TRUE,2,1,1,3,1,1,4,1
Cebu Pacific,9th October 2022,Family Leisure,Economy Class,October 2022,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,8th October 2022,Couple Leisure,Economy Class,October 2022,no,FALSE,1,,,,1,,,1
Cebu Pacific,4th October 2022,Family Leisure,Economy Class,October 2022,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,30th September 2022,Family Leisure,Economy Class,July 2022,no,FALSE,2,2,4,3,2,,,3
Cebu Pacific,17th September 2022,Solo Leisure,Economy Class,September 2022,no,TRUE,1,2,3,1,1,1,,1
Cebu Pacific,15th September 2022,Couple Leisure,Economy Class,September 2022,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,25th August 2022,Family Leisure,Economy Class,August 2022,no,TRUE,1,1,1,,1,,,1
Cebu Pacific,22nd July 2022,Family Leisure,Economy Class,July 2022,no,FALSE,1,1,1,1,1,1,1,1
Cebu Pacific,17th July 2022,Business,Economy Class,July 2022,no,TRUE,1,1,1,1,1,1,1,1
Cebu Pacific,16th July 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,1,2,,3,,,1
Cebu Pacific,14th July 2022,Solo Leisure,Economy Class,July 2022,no,TRUE,1,2,4,1,3,1,,1
Cebu Pacific,7th July 2022,Couple Leisure,Economy Class,July 2022,yes,TRUE,1,5,5,4,5,1,3,5
Cebu Pacific,11th June 2022,Family Leisure,Economy Class,June 2022,no,FALSE,1,2,3,,1,,,3
Cebu Pacific,28th May 2022,Couple Leisure,Economy Class,May 2022,no,TRUE,1,3,2,1,1,1,1,1
Cebu Pacific,23rd May 2022,Solo Leisure,Economy Class,April 2022,no,TRUE,9,5,5,4,5,,,5
Cebu Pacific,7th May 2022,Solo Leisure,Economy Class,May 2022,no,TRUE,4,3,3,3,1,2,1,3
Cebu Pacific,22nd April 2022,Family Leisure,Economy Class,April 2022,no,TRUE,1,1,2,,1,,,1
Cebu Pacific,24th March 2022,Solo Leisure,Economy Class,March 2022,yes,TRUE,7,3,4,,3,,,5
Cebu Pacific,24th March 2022,Solo Leisure,Economy Class,April 2021,no,TRUE,1,,,,,,,1
Cebu Pacific,10th March 2022,Solo Leisure,Economy Class,March 2022,yes,TRUE,7,4,4,,4,,,3
Cebu Pacific,17th February 2022,Solo Leisure,Economy Class,April 2021,no,TRUE,1,,,,,,,1
Cebu Pacific,16th August 2021,Solo Leisure,Economy Class,May 2021,no,TRUE,1,,,,,,,1
Cebu Pacific,23rd May 2021,Solo Leisure,Economy Class,May 2021,yes,TRUE,1,5,5,,5,,,5
Cebu Pacific,24th December 2020,Couple Leisure,Economy Class,May 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,19th November 2020,Solo Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,18th November 2020,Family Leisure,Economy Class,November 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,23rd October 2020,Family Leisure,Economy Class,October 2020,no,FALSE,2,,,,,,,3
Cebu Pacific,8th October 2020,Solo Leisure,Economy Class,November 2019,yes,TRUE,7,3,4,,3,,,5
Cebu Pacific,24th July 2020,Couple Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,19th June 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,14th May 2020,Solo Leisure,Economy Class,May 2020,yes,FALSE,1,,,,,,,5
Cebu Pacific,15th April 2020,Couple Leisure,Economy Class,March 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,7th April 2020,Solo Leisure,Economy Class,April 2020,no,FALSE,1,,,,,,,1
Cebu Pacific,2nd April 2020,Solo Leisure,Economy Class,April 2020,no,TRUE,1,,,,,,,1
Cebu Pacific,25th March 2020,Solo Leisure,Economy Class,March 2020,yes,FALSE,1,5,5,5,5,5,5,5
Cebu Pacific,18th March 2020,Solo Leisure,Economy Class,March 2020,no,TRUE,3,4,1,,1,,,3
Cebu Pacific,18th March 2020,Family Leisure,Economy Class,March 2020,no,FALSE,1,2,2,1,1,2,1,1
Cebu Pacific,13th March 2020,Business,Economy Class,March 2020,no,TRUE,1,,,,1,,,1
Cebu Pacific,7th March 2020,Couple Leisure,Economy Class,March 2020,no,FALSE,1,2,2,1,1,1,1,1
Cebu Pacific,7th March 2020,Family Leisure,Economy Class,February 2020,no,FALSE,1,,,,2,,,1
Cebu Pacific,6th March 2020,Couple Leisure,Economy Class,February 2020,no,TRUE,1,3,1,,3,1,,1
Cebu Pacific,18th February 2020,Solo Leisure,Economy Class,February 2020,yes,TRUE,8,4,5,3,4,,,4
Cebu Pacific,13th February 2020,Solo Leisure,Economy Class,February 2020,no,TRUE,1,,,,1,,,1
Cebu Pacific,13th February 2020,Couple Leisure,Economy Class,January 2020,no,FALSE,2,,,,,,,1
Cebu Pacific,11th February 2020,Couple Leisure,Economy Class,January 2020,no,FALSE,1,,,,,,,1
Cebu Pacific,3rd February 2020,Solo Leisure,Economy Class,February 2020,yes,FALSE,9,3,4,3,5,,,4
Cebu Pacific,31st January 2020,Solo Leisure,Economy Class,January 2020,no,FALSE,1,2,2,1,1,1,1,1
Cebu Pacific,21st January 2020,Solo Leisure,Economy Class,January 2020,no,TRUE,2,2,3,,1,,,1
CemAir,24th June 2023,Solo Leisure,Economy Class,June 2023,no,TRUE,1,,,,1,,,1
CemAir,11th January 2023,Solo Leisure,Economy Class,January 2023,yes,TRUE,7,4,4,3,4,,,4
CemAir,17th December 2022,Solo Leisure,Economy Class,December 2022,no,TRUE,1,1,1,1,1,1,1,1
Central Mountain Air,22nd December 2021,Business,Economy Class,December 2021,no,TRUE,1,1,1,1,1,1,1,1
Central Mountain Air,14th November 2019,Business,Economy Class,November 2019,no,TRUE,1,1,1,1,1,1,1,1
Central Mountain Air,27th April 2019,Solo Leisure,Economy Class,April 2019,no,TRUE,1,1,1,,1,,,1
Central Mountain Air,25th June 2018,Business,Economy Class,June 2018,no,TRUE,1,2,1,,1,,,1
Central Mountain Air,19th April 2018,Solo Leisure,Economy Class,April 2018,no,TRUE,6,3,3,2,5,,,2
