Index,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
6480,Caribbean Airlines,1,8th March 2013,FALSE,,Economy Class,,3,3,1,,1,,1,no
6481,Caribbean Airlines,n,21st February 2013,FALSE,,Economy Class,,2,1,1,,3,,1,no
6482,Caribbean Airlines,1,22nd January 2013,FALSE,,Economy Class,,3,5,5,,4,,5,yes
6483,Caribbean Airlines,5,6th August 2012,FALSE,,Economy Class,,,,,,,,4,yes
6484,Caribbean Airlines,9,15th July 2012,FALSE,,Economy Class,,,,,,,,4,yes
6485,Caribbean Airlines,2,1st March 2012,FALSE,,Economy Class,,,,,,,,1,no
6486,Caribbean Airlines,9,3rd October 2011,FALSE,,Economy Class,,,,,,,,4,yes
6487,Caribbean Airlines,9,29th August 2011,FALSE,,Economy Class,,,,,,,,4,yes
6488,Caribbean Airlines,n,17th August 2011,FALSE,,Economy Class,,,,,,,,1,no
6489,Caribbean Airlines,1,30th July 2011,FALSE,,Economy Class,,,,,,,,4,yes
6490,Caribbean Airlines,n,22nd July 2011,FALSE,,Economy Class,,,,,,,,1,no
6491,Caribbean Airlines,8,15th March 2011,FALSE,,Economy Class,,,,,,,,4,yes
6492,Caribbean Airlines,6,7th March 2011,FALSE,,Economy Class,,,,,,,,4,yes
6493,Caribbean Airlines,6,27th November 2010,FALSE,,Economy Class,,,,,,,,4,no
6494,Caribbean Airlines,7,25th October 2010,FALSE,,Economy Class,,,,,,,,4,yes
6495,Caribbean Airlines,4,27th July 2010,FALSE,,Economy Class,,,,,,,,1,no
6496,Caribbean Airlines,6,18th June 2010,FALSE,,Business Class,,,,,,,,4,yes
6497,Caribbean Airlines,9,9th March 2010,FALSE,,Economy Class,,,,,,,,4,yes
6498,Caribbean Airlines,3,27th February 2010,FALSE,,Economy Class,,,,,,,,1,no
6499,Caribbean Airlines,5,10th January 2010,FALSE,,Economy Class,,,,,,,,4,no
6500,Caribbean Airlines,4,29th April 2009,FALSE,,,,,,,,,,,no
6501,Carpatair,9,24th April 2011,FALSE,,Economy Class,,,,,,,,4,yes
6502,Carpatair,1,22nd December 2010,FALSE,,,,,,,,,,,no
6503,Carpatair,4,14th April 2010,FALSE,,,,,,,,,,,no
6504,Carpatair,3,14th January 2010,FALSE,,,,,,,,,,,no
6505,Carpatair,4,11th August 2009,FALSE,,,,,,,,,,,no
6506,Carpatair,4,21st June 2009,FALSE,,,,,,,,,,,no
6507,Carpatair,n,20th March 2008,FALSE,,,,,,,,,,,no
6508,Carpatair,n,13th February 2007,FALSE,,,,,,,,,,,no
6509,Carpatair,n,29th September 2006,FALSE,,,,,,,,,,,no
6510,Carpatair,n,28th May 2006,FALSE,,,,,,,,,,,no
6511,Cathay Dragon,8,26th April 2020,FALSE,Family Leisure,Economy Class,February 2020,4,5,5,5,3,,4,yes
6512,Cathay Dragon,8,19th March 2020,TRUE,Solo Leisure,Business Class,November 2019,5,5,4,3,3,1,3,yes
6513,Cathay Dragon,8,7th February 2020,TRUE,Couple Leisure,Economy Class,February 2020,5,5,4,5,5,,3,yes
6514,Cathay Dragon,1,30th January 2020,TRUE,Solo Leisure,Business Class,January 2020,3,1,3,3,3,,3,no
6515,Cathay Dragon,1,14th December 2019,TRUE,Business,Business Class,December 2019,4,5,5,5,5,,5,yes
6516,Cathay Dragon,2,4th November 2019,FALSE,Couple Leisure,Economy Class,October 2019,1,3,1,3,1,,2,no
6517,Cathay Dragon,9,8th October 2019,TRUE,Solo Leisure,Business Class,September 2019,4,5,5,4,3,,4,yes
6518,Cathay Dragon,9,8th September 2019,TRUE,Solo Leisure,Economy Class,August 2019,4,5,4,3,4,,4,yes
6519,Cathay Dragon,6,2nd September 2019,TRUE,Family Leisure,Economy Class,August 2019,3,4,2,5,4,,4,yes
6520,Cathay Dragon,9,2nd September 2019,TRUE,Solo Leisure,Economy Class,August 2019,4,5,5,4,,,5,yes
6521,Cathay Dragon,9,19th August 2019,TRUE,Solo Leisure,Business Class,August 2019,5,5,5,5,,,5,yes
6522,Cathay Dragon,6,19th August 2019,TRUE,Family Leisure,Economy Class,October 2018,4,4,3,4,3,,3,yes
6523,Cathay Dragon,7,27th July 2019,TRUE,Business,Economy Class,February 2019,4,3,5,3,4,,3,yes
6524,Cathay Dragon,7,15th June 2019,TRUE,Business,Economy Class,June 2019,3,4,3,2,3,,3,yes
6525,Cathay Dragon,7,26th May 2019,TRUE,Solo Leisure,Economy Class,May 2019,4,4,3,4,2,3,3,yes
6526,Cathay Dragon,7,30th April 2019,TRUE,Solo Leisure,Economy Class,April 2019,5,5,3,4,4,,4,yes
6527,Cathay Dragon,3,29th April 2019,TRUE,Business,Economy Class,April 2019,2,1,1,3,3,2,2,no
6528,Cathay Dragon,7,25th April 2019,TRUE,Couple Leisure,Economy Class,April 2019,4,4,3,4,4,,4,yes
6529,Cathay Dragon,8,24th April 2019,TRUE,Couple Leisure,Economy Class,April 2019,4,4,3,4,4,,4,yes
6530,Cathay Dragon,5,19th April 2019,TRUE,Solo Leisure,Economy Class,April 2019,3,3,3,4,3,2,2,no
6531,Cathay Dragon,7,15th April 2019,TRUE,Solo Leisure,Economy Class,April 2019,3,4,2,4,4,,4,yes
6532,Cathay Dragon,6,6th April 2019,FALSE,Business,Economy Class,April 2019,3,3,2,4,3,,4,yes
6533,Cathay Dragon,1,29th January 2019,TRUE,Solo Leisure,Economy Class,January 2019,5,5,5,5,5,,5,yes
6534,Cathay Dragon,7,24th January 2019,TRUE,Family Leisure,Economy Class,January 2019,3,3,2,3,4,5,3,yes
6535,Cathay Dragon,9,18th January 2019,TRUE,Solo Leisure,Economy Class,January 2019,5,5,5,5,4,,5,yes
6536,Cathay Dragon,1,18th January 2019,TRUE,Solo Leisure,Economy Class,January 2019,5,5,5,5,5,,5,yes
6537,Cathay Dragon,7,20th December 2018,TRUE,Solo Leisure,Economy Class,December 2018,3,4,4,5,,,4,yes
6538,Cathay Dragon,9,3rd November 2018,TRUE,Family Leisure,Business Class,October 2018,5,5,5,4,5,,5,yes
6539,Cathay Dragon,8,1st November 2018,TRUE,Solo Leisure,Business Class,October 2018,4,5,5,4,4,,4,yes
6540,Cathay Dragon,9,18th October 2018,TRUE,Solo Leisure,Economy Class,November 2017,4,4,4,5,4,,4,yes
6541,Cathay Dragon,9,17th October 2018,TRUE,Solo Leisure,Economy Class,January 2018,5,5,4,4,5,,5,yes
6542,Cathay Dragon,9,16th October 2018,TRUE,Solo Leisure,Economy Class,December 2017,4,5,4,5,5,4,4,yes
6543,Cathay Dragon,7,16th October 2018,TRUE,Solo Leisure,Economy Class,March 2018,4,4,3,4,4,,4,yes
6544,Cathay Dragon,7,16th October 2018,TRUE,Solo Leisure,Economy Class,March 2018,3,4,4,3,3,,4,yes
6545,Cathay Dragon,9,16th October 2018,TRUE,Solo Leisure,Economy Class,May 2018,4,4,4,4,4,,5,yes
6546,Cathay Dragon,9,16th October 2018,TRUE,Solo Leisure,Economy Class,April 2018,5,5,5,5,5,,5,yes
6547,Cathay Dragon,8,11th July 2018,TRUE,Family Leisure,Economy Class,January 2018,4,4,3,4,3,,3,yes
6548,Cathay Dragon,1,8th July 2018,TRUE,Solo Leisure,Economy Class,July 2018,3,1,1,1,3,3,1,no
6549,Cathay Dragon,9,3rd July 2018,TRUE,Couple Leisure,Business Class,July 2018,3,5,5,5,5,,5,yes
6550,Cathay Dragon,8,26th May 2018,TRUE,Family Leisure,Economy Class,May 2018,5,5,3,5,5,,5,yes
6551,Cathay Dragon,1,22nd May 2018,TRUE,Family Leisure,Economy Class,May 2018,1,1,1,1,1,,1,no
6552,Cathay Dragon,1,9th May 2018,TRUE,Solo Leisure,Business Class,May 2018,4,5,5,5,5,,5,yes
6553,Cathay Dragon,7,27th February 2018,TRUE,Solo Leisure,Business Class,February 2018,3,4,4,3,3,,4,yes
6554,Cathay Dragon,6,5th February 2018,TRUE,Couple Leisure,Economy Class,November 2017,4,1,3,4,1,1,3,no
6555,Cathay Dragon,1,27th January 2018,TRUE,Couple Leisure,Economy Class,November 2017,5,5,5,4,,,5,yes
6556,Cathay Dragon,1,28th December 2017,TRUE,Family Leisure,Business Class,December 2017,5,5,5,5,5,,3,yes
6557,Cathay Dragon,7,26th October 2017,FALSE,Family Leisure,Economy Class,July 2017,4,3,3,3,4,,4,yes
6558,Cathay Dragon,1,24th October 2017,FALSE,Couple Leisure,Economy Class,October 2017,5,5,5,5,5,,5,yes
6559,Cathay Dragon,1,23rd October 2017,FALSE,Couple Leisure,Economy Class,October 2017,5,5,5,5,5,,5,yes
6560,Cathay Dragon,8,5th October 2017,FALSE,Solo Leisure,Economy Class,December 2016,5,4,3,4,4,,4,yes
6561,Cathay Dragon,9,27th September 2017,FALSE,Solo Leisure,Economy Class,September 2017,4,5,4,4,4,4,4,yes
6562,Cathay Dragon,1,25th September 2017,FALSE,Family Leisure,Economy Class,August 2017,,,,1,,,1,no
6563,Cathay Dragon,9,24th September 2017,FALSE,Solo Leisure,Business Class,September 2017,4,4,3,4,4,,4,yes
6564,Cathay Dragon,7,16th September 2017,FALSE,Couple Leisure,Economy Class,September 2017,4,4,4,3,5,,4,yes
6565,Cathay Dragon,7,12th September 2017,FALSE,Family Leisure,Economy Class,September 2017,3,5,4,5,4,,5,yes
6566,Cathay Dragon,9,7th September 2017,FALSE,Couple Leisure,Economy Class,August 2017,4,5,5,5,5,,5,yes
6567,Cathay Dragon,8,10th July 2017,FALSE,Business,Business Class,July 2017,4,5,5,3,4,,4,yes
6568,Cathay Dragon,8,18th May 2017,FALSE,Solo Leisure,Economy Class,April 2017,4,5,4,3,4,,4,yes
6569,Cathay Dragon,5,11th May 2017,FALSE,Business,Economy Class,May 2017,3,3,1,3,3,,2,no
6570,Cathay Dragon,2,15th April 2017,FALSE,Business,Economy Class,March 2017,4,4,4,1,4,1,1,no
6571,Cathay Dragon,4,11th April 2017,FALSE,Business,Economy Class,April 2017,4,3,1,3,1,,2,no
6572,Cathay Dragon,9,25th March 2017,FALSE,Solo Leisure,Economy Class,February 2017,5,5,4,4,5,,5,yes
6573,Cathay Pacific Airways,3,24th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,1,1,1,2,3,3,2,no
6574,Cathay Pacific Airways,8,3rd July 2023,TRUE,Solo Leisure,Economy Class,July 2023,5,4,4,4,5,3,4,yes
6575,Cathay Pacific Airways,4,17th June 2023,FALSE,Business,Business Class,June 2023,4,5,1,5,4,1,3,no
6576,Cathay Pacific Airways,7,1st June 2023,TRUE,Solo Leisure,Business Class,May 2023,4,4,3,4,4,,4,yes
6577,Cathay Pacific Airways,3,28th May 2023,TRUE,Solo Leisure,Economy Class,April 2023,3,1,1,4,3,,1,no
6578,Cathay Pacific Airways,8,16th May 2023,TRUE,Solo Leisure,Business Class,May 2023,5,5,3,5,5,,5,yes
6579,Cathay Pacific Airways,5,13th May 2023,TRUE,Solo Leisure,Business Class,May 2023,5,5,1,5,5,,2,no
6580,Cathay Pacific Airways,8,27th April 2023,TRUE,Business,Economy Class,April 2023,4,4,4,5,5,,4,yes
6581,Cathay Pacific Airways,4,20th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,2,2,1,3,4,1,4,no
6582,Cathay Pacific Airways,1,19th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,1,1,1,1,3,1,1,no
6583,Cathay Pacific Airways,1,19th April 2023,FALSE,Family Leisure,Economy Class,April 2023,2,1,2,1,,,1,no
6584,Cathay Pacific Airways,8,19th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,4,4,4,4,5,,5,yes
6585,Cathay Pacific Airways,1,19th April 2023,TRUE,Solo Leisure,Economy Class,March 2023,3,1,3,4,5,2,2,no
6586,Cathay Pacific Airways,9,6th April 2023,TRUE,Business,First Class,February 2023,5,5,5,5,4,5,4,yes
6587,Cathay Pacific Airways,1,5th April 2023,TRUE,Couple Leisure,Business Class,April 2023,4,4,,1,,,1,no
6588,Cathay Pacific Airways,6,2nd April 2023,FALSE,Solo Leisure,Economy Class,February 2023,1,2,5,3,4,3,5,yes
6589,Cathay Pacific Airways,3,1st April 2023,TRUE,Couple Leisure,Economy Class,April 2023,2,2,3,1,3,2,3,no
6590,Cathay Pacific Airways,8,30th March 2023,TRUE,Solo Leisure,Business Class,March 2023,4,5,4,4,4,,4,yes
6591,Cathay Pacific Airways,9,23rd March 2023,TRUE,Solo Leisure,Business Class,March 2023,4,5,5,4,5,4,4,yes
6592,Cathay Pacific Airways,9,22nd March 2023,TRUE,Solo Leisure,Economy Class,March 2023,4,5,5,4,5,4,4,yes
6593,Cathay Pacific Airways,9,16th March 2023,TRUE,Solo Leisure,Economy Class,February 2023,5,5,5,5,5,4,4,yes
6594,Cathay Pacific Airways,8,16th March 2023,TRUE,Solo Leisure,Premium Economy,February 2023,5,5,4,5,5,4,4,yes
6595,Cathay Pacific Airways,9,15th March 2023,TRUE,Solo Leisure,Business Class,February 2023,4,5,5,5,5,5,4,yes
6596,Cathay Pacific Airways,8,15th March 2023,TRUE,Family Leisure,Economy Class,February 2023,4,3,5,5,5,4,4,yes
6597,Cathay Pacific Airways,7,9th March 2023,TRUE,Business,Economy Class,October 2022,3,4,4,4,5,,4,yes
6598,Cathay Pacific Airways,1,28th February 2023,TRUE,Couple Leisure,Premium Economy,February 2023,5,5,5,5,5,5,5,yes
6599,Cathay Pacific Airways,8,27th February 2023,FALSE,Solo Leisure,Business Class,January 2023,4,4,4,5,4,,4,no
6600,Cathay Pacific Airways,2,23rd February 2023,TRUE,Family Leisure,Economy Class,December 2022,2,2,,1,,,2,no
6601,Cathay Pacific Airways,8,23rd February 2023,TRUE,Solo Leisure,Economy Class,February 2023,4,4,5,5,5,4,4,yes
6602,Cathay Pacific Airways,5,22nd February 2023,FALSE,Couple Leisure,Economy Class,February 2023,3,1,3,5,5,,3,no
6603,Cathay Pacific Airways,8,22nd February 2023,TRUE,Couple Leisure,Business Class,December 2022,4,5,5,4,4,5,4,yes
6604,Cathay Pacific Airways,2,22nd February 2023,TRUE,Solo Leisure,Economy Class,February 2023,3,1,3,4,3,,1,no
6605,Cathay Pacific Airways,8,20th February 2023,TRUE,Couple Leisure,Economy Class,February 2023,4,4,4,5,5,4,4,yes
6606,Cathay Pacific Airways,3,20th February 2023,TRUE,Business,Business Class,February 2023,4,1,1,1,3,4,2,no
6607,Cathay Pacific Airways,8,19th February 2023,TRUE,Business,Economy Class,February 2023,3,4,5,4,5,4,4,yes
6608,Cathay Pacific Airways,5,13th February 2023,TRUE,Solo Leisure,Premium Economy,February 2023,3,2,2,2,3,,1,no
6609,Cathay Pacific Airways,3,7th February 2023,TRUE,Couple Leisure,Economy Class,December 2022,1,1,1,1,1,1,1,no
6610,Cathay Pacific Airways,2,6th February 2023,TRUE,Solo Leisure,Economy Class,January 2023,3,1,1,1,,,2,no
6611,Cathay Pacific Airways,5,4th February 2023,TRUE,Family Leisure,Economy Class,February 2023,1,5,3,5,4,,3,yes
6612,Cathay Pacific Airways,8,4th February 2023,TRUE,Family Leisure,Economy Class,January 2023,5,5,3,3,4,,4,yes
6613,Cathay Pacific Airways,1,3rd February 2023,FALSE,Family Leisure,Premium Economy,February 2023,5,5,5,5,4,5,5,yes
6614,Cathay Pacific Airways,1,20th January 2023,TRUE,Couple Leisure,Business Class,January 2023,4,1,1,1,,,1,no
6615,Cathay Pacific Airways,9,10th January 2023,FALSE,Couple Leisure,Business Class,January 2023,5,5,4,5,5,,4,yes
6616,Cathay Pacific Airways,1,29th December 2022,FALSE,Couple Leisure,Economy Class,December 2022,3,3,3,1,3,3,1,no
6617,Cathay Pacific Airways,5,28th December 2022,FALSE,Couple Leisure,Economy Class,December 2022,1,5,2,4,3,,3,no
6618,Cathay Pacific Airways,1,27th December 2022,FALSE,Business,Economy Class,December 2022,1,3,2,1,2,,2,no
6619,Cathay Pacific Airways,1,18th December 2022,TRUE,Business,Business Class,December 2022,3,3,4,1,3,2,2,no
6620,Cathay Pacific Airways,1,28th November 2022,TRUE,Solo Leisure,Economy Class,November 2022,1,2,1,1,1,,1,no
6621,Cathay Pacific Airways,1,26th November 2022,TRUE,Solo Leisure,Premium Economy,November 2022,2,1,1,1,2,,1,no
6622,Cathay Pacific Airways,1,22nd November 2022,TRUE,Couple Leisure,Economy Class,November 2022,1,1,1,1,1,,1,no
6623,Cathay Pacific Airways,1,10th October 2022,FALSE,Solo Leisure,Economy Class,October 2022,,,,,,,1,no
6624,Cathay Pacific Airways,9,1st October 2022,FALSE,Solo Leisure,Economy Class,September 2022,5,5,5,5,4,1,5,yes
6625,Cathay Pacific Airways,1,5th September 2022,TRUE,Solo Leisure,Premium Economy,August 2022,2,2,3,3,1,3,1,no
6626,Cathay Pacific Airways,1,29th August 2022,TRUE,Solo Leisure,Economy Class,November 2022,,,,,,,5,no
6627,Cathay Pacific Airways,2,1st August 2022,FALSE,Couple Leisure,Business Class,August 2022,3,3,,1,,,3,no
6628,Cathay Pacific Airways,9,24th July 2022,TRUE,Solo Leisure,Economy Class,May 2022,5,5,1,5,5,,5,yes
6629,Cathay Pacific Airways,1,11th July 2022,TRUE,Solo Leisure,Economy Class,July 2022,3,4,,1,,,1,no
6630,Cathay Pacific Airways,1,2nd January 2022,TRUE,Couple Leisure,Economy Class,January 2022,1,1,,1,,,1,no
6631,Cathay Pacific Airways,1,24th December 2021,FALSE,Business,Economy Class,December 2021,,,,1,,,1,no
6632,Cathay Pacific Airways,1,4th October 2021,TRUE,Family Leisure,Economy Class,August 2021,,,,1,,,1,no
6633,Cathay Pacific Airways,9,1st December 2020,TRUE,Solo Leisure,Business Class,November 2020,,,,,,,3,yes
6634,Cathay Pacific Airways,1,30th November 2020,TRUE,Solo Leisure,Economy Class,November 2020,1,1,,1,,,1,no
6635,Cathay Pacific Airways,7,25th September 2020,TRUE,Solo Leisure,Business Class,September 2020,5,5,1,5,4,4,5,yes
6636,Cathay Pacific Airways,1,19th September 2020,TRUE,Couple Leisure,Economy Class,September 2020,,,,1,,,5,yes
6637,Cathay Pacific Airways,1,16th September 2020,TRUE,Couple Leisure,Economy Class,June 2020,3,2,1,1,3,,3,no
6638,Cathay Pacific Airways,1,27th August 2020,TRUE,Couple Leisure,Economy Class,February 2020,,,,,,,1,no
6639,Cathay Pacific Airways,2,15th August 2020,TRUE,Family Leisure,Premium Economy,August 2020,3,4,4,5,4,,3,no
6640,Cathay Pacific Airways,1,22nd April 2020,FALSE,Business,Business Class,January 2020,1,1,2,1,1,1,1,no
6641,Cathay Pacific Airways,1,26th March 2020,FALSE,Family Leisure,Economy Class,March 2020,1,1,1,1,1,1,1,no
6642,Cathay Pacific Airways,7,19th March 2020,TRUE,Solo Leisure,First Class,November 2019,4,5,4,4,3,1,3,yes
6643,Cathay Pacific Airways,7,19th March 2020,TRUE,Solo Leisure,First Class,November 2019,4,5,3,4,3,1,3,yes
6644,Cathay Pacific Airways,8,29th February 2020,TRUE,Solo Leisure,Economy Class,March 2019,5,5,5,5,5,,3,yes
6645,Cathay Pacific Airways,1,29th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,1,2,1,2,2,,1,no
6646,Cathay Pacific Airways,2,29th February 2020,FALSE,Family Leisure,Economy Class,February 2020,2,5,3,1,3,,2,no
6647,Cathay Pacific Airways,1,28th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,1,1,1,1,,,1,no
6648,Cathay Pacific Airways,2,28th February 2020,FALSE,Couple Leisure,Business Class,February 2020,4,1,1,1,,,1,no
6649,Cathay Pacific Airways,4,22nd February 2020,FALSE,Solo Leisure,Economy Class,February 2020,2,2,1,3,4,1,2,no
6650,Cathay Pacific Airways,1,21st February 2020,TRUE,Solo Leisure,Premium Economy,January 2020,5,2,1,1,5,5,1,no
6651,Cathay Pacific Airways,1,19th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,1,1,1,1,1,1,1,no
6652,Cathay Pacific Airways,1,18th February 2020,TRUE,Couple Leisure,Economy Class,February 2020,2,2,2,2,1,1,2,no
6653,Cathay Pacific Airways,1,16th February 2020,TRUE,Solo Leisure,Economy Class,January 2020,,,,,,,1,no
6654,Cathay Pacific Airways,6,15th February 2020,TRUE,Family Leisure,Economy Class,February 2020,3,2,3,4,4,3,2,no
6655,Cathay Pacific Airways,1,13th February 2020,TRUE,Couple Leisure,Economy Class,January 2020,,,,,,,1,no
6656,Cathay Pacific Airways,1,13th February 2020,TRUE,Couple Leisure,Economy Class,February 2020,3,3,4,3,3,1,1,no
6657,Cathay Pacific Airways,1,9th February 2020,TRUE,Couple Leisure,Business Class,January 2020,1,1,1,1,1,,1,no
6658,Cathay Pacific Airways,1,7th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,,,,,,,1,no
6659,Cathay Pacific Airways,1,6th February 2020,TRUE,Solo Leisure,Economy Class,February 2020,1,1,,1,,,1,no
6660,Cathay Pacific Airways,8,4th February 2020,TRUE,Solo Leisure,Economy Class,October 2019,4,5,5,4,5,,3,yes
6661,Cathay Pacific Airways,8,4th February 2020,TRUE,Solo Leisure,Economy Class,October 2019,5,5,4,2,5,,4,yes
6662,Cathay Pacific Airways,7,30th January 2020,TRUE,Solo Leisure,Business Class,January 2020,3,5,4,5,5,3,4,yes
6663,Cathay Pacific Airways,4,30th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,2,4,3,2,3,2,2,no
6664,Cathay Pacific Airways,1,29th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,4,5,5,5,5,,5,yes
6665,Cathay Pacific Airways,6,28th January 2020,FALSE,Couple Leisure,Business Class,January 2020,5,5,3,3,3,,3,yes
6666,Cathay Pacific Airways,5,23rd January 2020,TRUE,Couple Leisure,Business Class,January 2020,5,2,1,2,5,,3,no
6667,Cathay Pacific Airways,2,23rd January 2020,FALSE,Couple Leisure,Economy Class,January 2020,1,1,1,2,2,,1,no
6668,Cathay Pacific Airways,4,21st January 2020,TRUE,Couple Leisure,Economy Class,January 2020,3,1,2,3,2,,2,no
6669,Cathay Pacific Airways,6,21st January 2020,TRUE,Business,Premium Economy,January 2020,3,4,2,4,3,1,2,no
6670,Cathay Pacific Airways,1,19th January 2020,TRUE,Family Leisure,Economy Class,January 2020,2,2,2,1,3,,1,no
6671,Cathay Pacific Airways,1,17th January 2020,TRUE,Solo Leisure,Economy Class,January 2020,1,1,1,1,1,,1,no
6672,Cathay Pacific Airways,5,16th January 2020,FALSE,Family Leisure,Economy Class,January 2020,4,3,2,3,,,3,no
6673,Cayman Airways,2,23rd April 2023,FALSE,Couple Leisure,Economy Class,April 2023,1,4,,1,,,2,no
6674,Cayman Airways,1,3rd January 2023,TRUE,Couple Leisure,Economy Class,January 2023,3,3,2,1,,,2,no
6675,Cayman Airways,3,21st April 2022,TRUE,Solo Leisure,Economy Class,March 2022,3,4,2,2,,,2,no
6676,Cayman Airways,2,17th August 2019,TRUE,Solo Leisure,Economy Class,August 2019,2,3,2,2,,,2,no
6677,Cayman Airways,1,11th August 2019,TRUE,Family Leisure,Economy Class,August 2019,2,2,1,1,1,1,1,no
6678,Cayman Airways,1,5th August 2019,TRUE,Couple Leisure,Economy Class,August 2019,1,2,1,1,1,,1,no
6679,Cayman Airways,1,2nd August 2019,FALSE,Family Leisure,Economy Class,August 2019,1,1,1,1,1,,1,no
6680,Cayman Airways,1,10th June 2019,TRUE,Solo Leisure,Economy Class,June 2019,1,1,1,1,1,1,1,no
6681,Cayman Airways,1,18th August 2018,TRUE,Solo Leisure,Economy Class,August 2018,1,1,1,1,,,1,no
6682,Cayman Airways,2,28th December 2017,TRUE,Couple Leisure,Business Class,December 2017,,,,1,,,1,no
6683,Cayman Airways,1,2nd January 2017,FALSE,Family Leisure,Economy Class,December 2016,4,5,,5,,,4,yes
6684,Cayman Airways,1,28th July 2016,FALSE,Family Leisure,Economy Class,July 2016,2,2,2,1,,,1,no
6685,Cayman Airways,2,24th February 2016,FALSE,Couple Leisure,Economy Class,February 2016,2,2,2,3,,,2,no
6686,Cayman Airways,1,17th January 2016,FALSE,Solo Leisure,Economy Class,January 2016,3,2,3,3,,,1,no
6687,Cayman Airways,8,13th August 2014,FALSE,,Economy Class,,4,5,4,,0,,4,yes
6688,Cayman Airways,n,23rd July 2013,FALSE,,Business Class,,2,4,2,,1,,2,no
6689,Cayman Airways,5,19th February 2013,FALSE,,Economy Class,,3,2,2,,0,,3,yes
6690,Cayman Airways,4,16th June 2008,FALSE,,,,,,,,,,,no
6691,Cayman Airways,4,31st March 2008,FALSE,,,,,,,,,,,no
6692,Cayman Airways,4,28th March 2008,FALSE,,,,,,,,,,,no
6693,Cayman Airways,n,9th March 2008,FALSE,,,,,,,,,,,no
6694,Cayman Airways,n,27th February 2007,FALSE,,,,,,,,,,,no
6695,Cayman Airways,n,20th June 2006,FALSE,,,,,,,,,,,no
6696,Cayman Airways,n,14th July 2003,FALSE,,,,,,,,,,,no
6697,Cebu Pacific,1,26th July 2023,TRUE,Family Leisure,Economy Class,July 2023,1,1,1,1,1,1,1,no
6698,Cebu Pacific,1,24th July 2023,FALSE,Family Leisure,Economy Class,July 2023,1,2,1,1,1,1,1,no
6699,Cebu Pacific,3,17th July 2023,TRUE,Solo Leisure,Economy Class,June 2023,3,5,3,4,1,1,3,yes
6700,Cebu Pacific,8,17th July 2023,TRUE,Solo Leisure,Economy Class,June 2023,3,4,4,5,,,5,yes
6701,Cebu Pacific,4,14th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,5,4,,5,5,,5,no
6702,Cebu Pacific,1,13th July 2023,FALSE,Family Leisure,Economy Class,July 2023,4,4,,1,,,1,no
6703,Cebu Pacific,1,11th July 2023,FALSE,Couple Leisure,Economy Class,July 2023,1,1,1,1,1,1,1,no
6704,Cebu Pacific,1,9th July 2023,TRUE,Solo Leisure,Economy Class,June 2023,,,,,,,1,no
6705,Cebu Pacific,1,6th July 2023,TRUE,Solo Leisure,Economy Class,July 2023,2,1,1,1,1,1,1,no
6706,Cebu Pacific,1,25th June 2023,TRUE,Solo Leisure,Economy Class,December 2022,,,,,,,1,no
6707,Cebu Pacific,9,18th June 2023,FALSE,Couple Leisure,Economy Class,June 2023,4,4,,4,,,5,yes
6708,Cebu Pacific,1,13th June 2023,FALSE,Family Leisure,Economy Class,June 2023,1,4,1,1,,,1,no
6709,Cebu Pacific,1,10th June 2023,TRUE,Solo Leisure,Economy Class,June 2023,1,4,1,1,1,1,1,no
6710,Cebu Pacific,3,9th June 2023,TRUE,Couple Leisure,Economy Class,June 2023,2,2,,2,,,1,no
6711,Cebu Pacific,1,8th June 2023,TRUE,Solo Leisure,Economy Class,June 2023,1,1,,1,,,2,no
6712,Cebu Pacific,1,6th June 2023,TRUE,Couple Leisure,Economy Class,June 2023,1,1,1,1,1,1,1,no
6713,Cebu Pacific,1,1st June 2023,FALSE,Solo Leisure,Economy Class,June 2023,4,3,,1,,,1,no
6714,Cebu Pacific,2,25th May 2023,TRUE,Solo Leisure,Economy Class,May 2023,3,3,2,1,2,2,1,no
6715,Cebu Pacific,1,29th April 2023,TRUE,Solo Leisure,Economy Class,April 2023,1,1,,1,,,1,no
6716,Cebu Pacific,1,26th April 2023,TRUE,Couple Leisure,Economy Class,April 2023,1,1,1,1,1,1,1,no
6717,Cebu Pacific,1,22nd April 2023,TRUE,Family Leisure,Economy Class,April 2023,1,3,2,2,1,1,3,no
6718,Cebu Pacific,1,22nd April 2023,TRUE,Couple Leisure,Economy Class,April 2023,1,1,1,1,1,1,1,no
6719,Cebu Pacific,1,18th April 2023,FALSE,Solo Leisure,Economy Class,April 2023,,,,1,,,1,no
